马太福音1:1	　亚伯拉罕的后裔，大卫的子孙，耶稣基督的家谱：
哥林多前书4:17	　因此，我已打发提摩太到你们那里去。他在主里面，是我所亲爱、有忠心的儿子。他必提醒你们，记念我在基督里怎样行事，在各处各教会中怎样教导人。
哥林多前书4:18	　有些人自高自大，以为我不到你们那里去；
哥林多前书4:19	　然而，主若许我，我必快到你们那里去，并且我所要知道的，不是那些自高自大之人的言语，乃是他们的权能。
哥林多前书4:20	　因为神的国不在乎言语，乃在乎权能。
哥林多前书4:21	　你们愿意怎么样呢？是愿意我带着刑杖到你们那里去呢？还是要我存慈爱温柔的心呢？
哥林多前书5:1	　风闻在你们中间有淫乱的事。这样的淫乱连外邦人中也没有，就是有人收了他的继母。
哥林多前书5:2	　你们还是自高自大，并不哀痛，把行这事的人从你们中间赶出去。
哥林多前书5:3	　我身子虽不在你们那里，心却在你们那里，好像我亲自与你们同在，已经判断了行这事的人。
哥林多前书5:4	　就是你们聚会的时候，我的心也同在。奉我们主耶稣的名，并用我们主耶稣的权能，
哥林多前书5:5	　要把这样的人交给撒但，败坏他的肉体，使他的灵魂在主耶稣的日子可以得救。
哥林多前书5:6	　你们这自夸是不好的。岂不知一点面酵能使全团发起来吗？
哥林多前书5:7	　你们既是无酵的面，应当把旧酵除净，好使你们成为新团；因为我们逾越节的羔羊基督已经被杀献祭了。
哥林多前书5:8	　所以，我们守这节不可用旧酵，也不可用恶毒、邪恶的酵，只用诚实、真正的无酵饼。
哥林多前书5:9	　我先前写信给你们说，不可与淫乱的人相交。
哥林多前书5:10	　此话不是指这世上一概行淫乱的，或贪婪的、勒索的，或拜偶像的；若是这样，你们除非离开世界方可。
哥林多前书5:11	　但如今我写信给你们说，若有称为弟兄是行淫乱的，或贪婪的，或拜偶像的，或辱骂的，或醉酒的，或勒索的，这样的人不可与他相交，就是与他吃饭都不可。
哥林多前书5:12	　因为审判教外的人与我何干？教内的人岂不是你们审判的吗？
哥林多前书5:13	　至于外人有神审判他们。你们应当把那恶人从你们中间赶出去。
哥林多前书6:1	　你们中间有彼此相争的事，怎敢在不义的人面前求审，不在圣徒面前求审呢？
哥林多前书6:2	　岂不知圣徒要审判世界吗？若世界为你们所审，难道你们不配审判这最小的事吗？
哥林多前书6:3	　岂不知我们要审判天使吗？何况今生的事呢？
哥林多前书6:4	　既是这样，你们若有今生的事当审判，是派教会所轻看的人审判吗？
哥林多前书6:5	　我说这话是要叫你们羞耻。难道你们中间没有一个智慧人能审断弟兄们的事吗？
哥林多前书6:6	　你们竟是弟兄与弟兄告状，而且告在不信主的人面前。
哥林多前书6:7	　你们彼此告状，这已经是你们的大错了。为什么不情愿受欺呢？为什么不情愿吃亏呢？
哥林多前书6:8	　你们倒是欺压人、亏负人，况且所欺压、所亏负的就是弟兄。
哥林多前书6:9	　你们岂不知不义的人不能承受神的国吗？不要自欺！无论是淫乱的、拜偶像的、奸淫的、作娈童的、亲男色的、
哥林多前书6:10	　偷窃的、贪婪的、醉酒的、辱骂的、勒索的，都不能承受神的国。
哥林多前书6:11	　你们中间也有人从前是这样；但如今你们奉主耶稣基督的名，并借着我们神的灵，已经洗净，成圣，称义了。
哥林多前书6:12	　凡事我都可行，但不都有益处；凡事我都可行，但无论哪一件，我总不受它的辖制。
哥林多前书6:13	　食物是为肚腹，肚腹是为食物；但神要叫这两样都废坏。身子不是为淫乱，乃是为主；主也是为身子。
哥林多前书6:14	　并且神已经叫主复活，也要用自己的能力叫我们复活。
哥林多前书6:15	　岂不知你们的身子是基督的肢体吗？我可以将基督的肢体作为娼妓的肢体吗？断乎不可！
哥林多前书6:16	　岂不知与娼妓联合的，便是与她成为一体吗？因为主说：二人要成为一体。
哥林多前书6:17	　但与主联合的，便是与主成为一灵。
哥林多前书6:18	　你们要逃避淫行。人所犯的，无论什么罪，都在身子以外，唯有行淫的，是得罪自己的身子。
哥林多前书6:19	　岂不知你们的身子就是圣灵的殿吗？这圣灵是从神而来，住在你们里头的；并且你们不是自己的人，
哥林多前书6:20	　因为你们是重价买来的。所以，要在你们的身子上荣耀神。
哥林多前书7:1	　论到你们信上所提的事，我说男不近女倒好。
哥林多前书7:2	　但要免淫乱的事，男子当各有自己的妻子，女子也当各有自己的丈夫。
哥林多前书7:3	　丈夫当用合宜之分待妻子，妻子待丈夫也要如此。
哥林多前书7:4	　妻子没有权柄主张自己的身子，乃在丈夫；丈夫也没有权柄主张自己的身子，乃在妻子。
哥林多前书7:5	　夫妻不可彼此亏负，除非两相情愿，暂时分房，为要专心祷告方可；以后仍要同房，免得撒但趁着你们情不自禁，引诱你们。
哥林多前书7:6	　我说这话，原是准你们的，不是命你们的。
哥林多前书7:7	　我愿意众人像我一样；只是各人领受神的恩赐，一个是这样，一个是那样。
哥林多前书7:8	　我对着没有嫁娶的和寡妇说，若他们常像我就好。
哥林多前书7:9	　倘若自己禁止不住，就可以嫁娶；与其欲火攻心，倒不如嫁娶为妙。
哥林多前书7:10	　至于那已经嫁娶的，我吩咐他们；其实不是我吩咐，乃是主吩咐说：妻子不可离开丈夫；
哥林多前书7:11	　若是离开了，不可再嫁，或是仍同丈夫和好。丈夫也不可离弃妻子。
哥林多前书7:12	　我对其余的人说（不是主说）：倘若某弟兄有不信的妻子，妻子也情愿和他同住，他就不要离弃妻子。
哥林多前书7:13	　妻子有不信的丈夫，丈夫也情愿和她同住，她就不要离弃丈夫。
哥林多前书7:14	　因为不信的丈夫就因着妻子成了圣洁，并且不信的妻子就因着丈夫成了圣洁。不然，你们的儿女就不洁净，但如今他们是圣洁的了。
哥林多前书7:15	　倘若那不信的人要离去，就由他离去吧！无论是弟兄，是姊妹，遇着这样的事都不必拘束。神召我们原是要我们和睦。
哥林多前书7:16	　你这作妻子的，怎么知道不能救你的丈夫呢？你这作丈夫的，怎么知道不能救你的妻子呢？
哥林多前书7:17	　只要照主所分给各人的，和神所召各人的而行。我吩咐各教会都是这样。
哥林多前书7:18	　有人已受割礼蒙召呢，就不要废割礼；有人未受割礼蒙召呢，就不要受割礼。
哥林多前书7:19	　受割礼算不得什么，不受割礼也算不得什么，只要守神的诫命就是了。
哥林多前书7:20	　各人蒙召的时候是什么身分，仍要守住这身分。
哥林多前书7:21	　你是作奴仆蒙召的吗？不要因此忧虑；若能以自由，就求自由更好。
哥林多前书7:22	　因为作奴仆蒙召于主的，就是主所释放的人；作自由之人蒙召的，就是基督的奴仆。
哥林多前书7:23	　你们是重价买来的，不要作人的奴仆。
哥林多前书7:24	　弟兄们，你们各人蒙召的时候是什么身分，仍要在神面前守住这身分。
哥林多前书7:25	　论到童身的人，我没有主的命令，但我既蒙主怜恤，能作忠心的人，就把自己的意见告诉你们。
哥林多前书7:26	　因现今的艰难，据我看来，人不如守素安常才好。
哥林多前书7:27	　你有妻子缠着呢，就不要求脱离；你没有妻子缠着呢，就不要求妻子。
哥林多前书7:28	　你若娶妻，并不是犯罪；处女若出嫁，也不是犯罪。然而，这等人肉身必受苦难，我却愿意你们免这苦难。
哥林多前书7:29	　弟兄们，我对你们说：时候减少了。从此以后，那有妻子的，要像没有妻子；
哥林多前书7:30	　哀哭的，要像不哀哭；快乐的，要像不快乐；置买的，要像无有所得；
哥林多前书7:31	　用世物的，要像不用世物，因为这世界的样子将要过去了。
哥林多前书7:32	　我愿你们无所挂虑。没有娶妻的，是为主的事挂虑，想怎样叫主喜悦。
哥林多前书7:33	　娶了妻的，是为世上的事挂虑，想怎样叫妻子喜悦。
哥林多前书7:34	　妇人和处女也有分别。没有出嫁的，是为主的事挂虑，要身体、灵魂都圣洁；已经出嫁的，是为世上的事挂虑，想怎样叫丈夫喜悦。
哥林多前书7:35	　我说这话是为你们的益处，不是要牢笼你们，乃是要叫你们行合宜的事，得以殷勤服事主，没有分心的事。
哥林多前书7:36	　若有人以为自己待他的女儿不合宜，女儿也过了年岁，事又当行，他就可随意办理，不算有罪，叫二人成亲就是了。
哥林多前书7:37	　倘若人心里坚定，没有不得已的事，并且由得自己作主，心里又决定了留下女儿不出嫁，如此行也好。
哥林多前书7:38	　这样看来，叫自己的女儿出嫁是好，不叫她出嫁更是好。
哥林多前书7:39	　丈夫活着的时候，妻子是被约束的；丈夫若死了，妻子就可以自由，随意再嫁，只是要嫁这在主里面的人。
哥林多前书7:40	　然而，按我的意见，若常守节更有福气。我也想自己是被神的灵感动了。
哥林多前书8:1	　论到祭偶像之物，我们晓得我们都有知识。但知识是叫人自高自大，唯有爱心能造就人。
哥林多前书8:2	　若有人以为自己知道什么，按他所当知道的，他仍是不知道。
哥林多前书8:3	　若有人爱神，这人乃是神所知道的。
哥林多前书8:4	　论到吃祭偶像之物，我们知道偶像在世上算不得什么，也知道神只有一位，再没有别的神。
哥林多前书8:5	　虽有称为神的，或在天，或在地，就如那许多的神，许多的主；
哥林多前书8:6	　然而，我们只有一位神，就是父；万物都本于他，我们也归于他。并有一位主，就是耶稣基督；万物都是借着他有的，我们也是借着他有的。
哥林多前书8:7	　但人不都有这等知识。有人到如今因拜惯了偶像，就以为所吃的是祭偶像之物。他们的良心既然软弱，也就污秽了。
